,title,description,job_url,datePosted,validThrough,occupationalCategory,salary_min,salary_max,salary_currency,companyName,companyAddress
143,Senior Backend Developer (Python),"The Role: We are looking for a Senior Python Developer for one of our clients. You are a perfect candidate if you are growth-oriented, you love what you do, and you enjoy working on new ideas to develop exciting products. What we are looking for: 5+ years of experience building products with Python and Django. High proficiency in SQL with experience using databases like PostgreSQL. Experience scaling cloud infrastructures with Docker or Kubernetes is a plus. Experience managing cloud infrastructures, specifically AWS or GCP. You follow the best practices and conventions. Relevant experience in CI/CD and related tools. Ability to work with minimal supervision. Intermediate-advanced English level. You can communicate well with both technical and non-technical clients. Time zone: CET (+/- 3 hours). We are unable to consider applications from candidates in other time zones. Responsibilities: Ability to build libraries and frameworks of reusable efficient code. Competence in designing and implementing low-latency, stable and performing applications. Capacity to effectively collaborate with other team members and stakeholders remotely. Ability to implement data protection systems. Competence in data storage solutions. What we offer: Get paid, not played No more unreliable clients. Enjoy on-time monthly payments with flexible withdrawal options. Predictable project hours Enjoy a harmonious work-life balance with consistent 8-hour working days with clients. Flex days, so you can recharge Enjoy up to 24 flex days off per year without losing pay, for full-time positions found through Proxify. Career-accelerating positions at cutting-edge companies Discover exclusive long-term remote positions at the world's most exciting companies. Hand-picked opportunities just for you Skip the typical recruitment roadblocks and biases with personally matched positions. One seamless process, multiple opportunities A one-time contracting process for endless opportunities, with no extra assessments. Compensation Enjoy the same pay, every month with positions landed through Proxify.",https://www.weworkremotely.com/remote-jobs/proxify-ab-senior-backend-developer-python-2,2025-09-11 13:18:04 UTC,2025-10-11 13:18:04 UTC,Back-End Programming,0,0,USD,Proxify AB,Sweden
144,Senior Golang Developer,"The Role: We are looking for a Senior Golang Developer for one of our clients. You are a perfect candidate if you are growth-oriented, you love what you do, and you enjoy working on new ideas to develop exciting products. What we are looking for: +5 years of solid experience in development with Golang. You follow the best practices and conventions. Ability to work with minimal supervision. Intermediate-advanced English level. You can communicate well with both technical and non-technical clients. Located in CET timezone (+/- 3 hours), we are unable to consider applications from candidates in other time zones. Nice-to-have: Basic knowledge of DevOps culture and REST API development would be a plus. Responsibilities: Ability to design, develop, document, and test core software components according to product requirements. Ability to collaborate and incorporate other team members’ work implementations. Competency to work with QA and DevOps teams to define product requirements and adopt new technologies in order to deliver quality software research. Ability to collaborate with stakeholders. What we offer: Get paid, not played No more unreliable clients. Enjoy on-time monthly payments with flexible withdrawal options. Predictable project hours Enjoy a harmonious work-life balance with consistent 8-hour working days with clients. Flex days, so you can recharge Enjoy up to 24 flex days off per year without losing pay, for full-time positions found through Proxify. Career-accelerating positions at cutting-edge companies Discover exclusive long-term remote positions at the world's most exciting companies. Hand-picked opportunities, just for you Skip the typical recruitment roadblocks and biases with personally matched positions. One seamless process, multiple opportunities A one-time contracting process for endless opportunities, with no extra assessments. Compensation Enjoy the same pay, every month with positions landed through Proxify.",https://www.weworkremotely.com/remote-jobs/proxify-ab-senior-golang-developer-3,2025-09-11 13:14:24 UTC,2025-10-11 13:14:24 UTC,Back-End Programming,0,0,USD,Proxify AB,Sweden
145,Ruby on Rails Developer,"We are looking for expert RoR developers who are quick learners and passionate about their work. Why Join Us? Stable and self-funded : Founded in 2007, OTGS is proudly profitable and not dependent on external investments. Fully remote global team : Collaborate with talented colleagues worldwide. Industry leaders : Creators of WPML , the №1 multilingual plugin for WordPress, powering over 1.5 million sites. Innovative projects : Currently building PTC (Private Translation Cloud) , our next-generation SaaS platform for seamless software localization. Professional growth : Structured mentorship programs for new team members. Excellent benefits : Designed to support your well-being both inside and outside of work. Positive culture : Genuinely kind, collaborative, and professional work environment. Career advancement : Real opportunities for internal promotion and professional development. Indicators You're a Great Fit You have strong experience with Ruby on Rails Passionate about writing clean, maintainable, and high-quality code. Have a problem-solving mindset. What You'll Do Build and refine our LLM-driven translation system. Experiment with multiple models, fine-tune prompts, and scale reliably across AWS, Azure, and GCP. Take full ownership of solving complex challenges in a flat, innovation-driven team. Join us at OTGS and help redefine the future of AI-powered translation.",https://www.weworkremotely.com/remote-jobs/onthegosystems-ruby-on-rails-developer-10,2025-09-08 06:56:39 UTC,2025-10-08 06:56:39 UTC,Back-End Programming,0,0,USD,OnTheGoSystems,100% remote
146,"Senior Software Engineer, AI Model serving","Overview As Speechify expands, our AI team seeks a Senior Backend Engineer. This role is central to ensuring our infrastructure scales efficiently, optimizing key product flows, and constructing resilient end-to-end systems. If you are passionate about strategizing, enjoy high-paced environments, and are eager to take ownership of product decisions, we’d love to hear from you. What Yo u’ ll Do State of the art voice cloning Low latency and cost effective text to speech An Ideal Candidate Should Have Proven experience in backend development: Python Direct experience with GCP and knowledge of AWS, Azure, or other cloud providers. Efficiency in ideation and implementation, prioritizing tasks based on urgency and impact. Experience with Docker and containerized deployments. Proficiency in deploying high availability applications on Kubernetes. Preferred: Experience deploying NLP or TTS models to production. What We Offer A dynamic environment where your contributions shape the company and its products. A team that values innovation, intuition, and drive. Autonomy, fostering focus and creativity. The opportunity to have a significant impact in a revolutionary industry. Competitive compensation, a welcoming atmosphere, and a commitment to an exceptional asynchronous work culture. The privilege of working on a product that changes lives, particularly for those with learning differences like dyslexia, ADD, and more. An active role at the intersection of artificial intelligence and audio – a rapidly evolving tech domain. Compensation: The US base salary range for this full-time position is $140,000-$200,000 + bonus + equity depending on experience Think you’re a good fit for this job? Tell us more about yourself and why you're interested in the role when you apply. And don’t forget to include links to your portfolio and LinkedIn. Not looking but know someone who would make a great fit? Refer them! Speechify is committed to a diverse and inclusive workplace. Speechify does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status.",https://www.weworkremotely.com/remote-jobs/speechify-inc-senior-software-engineer-ai-model-serving,2025-07-09 15:39:57 UTC,2025-10-07 15:39:57 UTC,Back-End Programming,0,0,USD,Speechify Inc,Florida
147,Senior Backend Engineer - Full Remote,"Empower the voices of the world @ Zencastr. If you want to push the world of podcasting into the future, come join a team who loves to live on the edge! We are a fully distributed team of smart people who are passionate about changing the world one voice at a time. You should join us if you: Have significant experience with Node.js and good knowledge of JS fundamentals Have a good understanding of computer science fundamentals. You might not have gone to school for it, but you know the difference between heap and stack, different time complexities, and which patterns to use and when. You are ambitious. You might want to build your own company one day or have tried to tackle the toughest tech problems just for fun. You enjoy writing Javascript or Typescript You have an eye for performance. Whether thinking about the latest client side bundling techniques, or the proper way to shard a mongo database, you want things to be fast. You are a team player You have good communication skills What sets you apart: You have a passion for high performance applications You have significant open source contributions You want to work in a fast growing startup. Which comes with the blood, sweat and tears of working to disrupt an established industry You have empathy for the end user. A spec is a conversation starter, as an advocate for the end user you always are thinking about how to best serve their needs You have an eye for code quality and you strive to uphold best practices in engineering, security, and design Why you should choose us: You’ll be working with world class engineers, Phd’s, and designers in a fully distributed team Work in an agile and fast changing environment Equity commensurate to your contribution in a profitable company Health insurance Unique challenges and the support and talent to solve them 4 weeks PTO Freedom to work where you please What we’re looking for: 5+ years of Typescript, Node.js development Strong document / key-value store knowledge (Redis, MongoDB) Strong SQL knowledge Demonstrable knowledge of building scaleable consumer based apps Strong experience with unit, integration, and load testing Experience building APIs Experience with cloud APIs (Google Cloud, Digital Ocean) Bonus points if you have: Experiencing working in high traffic, low latency applications Good dev ops experience Digital Signal Processing experience Strong SQL knowledge AI experience How to apply: Apply at https://jobs.ashbyhq.com/zencastr/e5897c7a-4622-495b-a892-81763a2ef112 We are flexible! For the right candidate we ask: What do you need to do your best work?",https://www.weworkremotely.com/remote-jobs/zencastr-senior-backend-engineer-full-remote,2025-08-06 20:01:29 UTC,2025-10-05 20:01:29 UTC,Back-End Programming,0,0,USD,Zencastr,worldwide
148,Rust Engineer – Remote,"Join us to help make trading on any decentralised exchanges easy for developers. Tycho is the Rust library to index, simulate, and encode trades against any DEX. The best solvers, market makers, and searchers already rely on Tycho, trading over 2.5B$ / month. → Tycho Docs . The role Rust engineer : 90% of your work is in Rust. With possibly some Solidity and Python. Remote: Fully remote. Preference to be within +-5h of CET. No fixed schedule. Small team : Join an independent team of 4 engineers – with no bs and time to focus on code. What you bring Talent : You know that researching, designing, and implementing elegant systems is your talent. Curiosity : You want to work on the edge of what's possible – and bring an insatiable curiosity to learn and build useful tools. Rust Experience : You already have some experience in Rust, and/or deep experience in another typed language (C/C++/Go). Quality : You want to raise the bar, and build systems you are proud of. Time Zone: You work from +-4h CET. Why join us Successful product : 4 months after launch, Tycho already powers 20% of auction flow (> 2B USD / month), and grows 10% week over week. Long-term focus : We build the tools we believe are necessary to make defi a reality. Experience : We worked as top solvers with most protocols in defi. We understand the market and have a plan. Experience building software : We polished our development cycle over years – and learned how to move fast without needing to change direction. Community-backed : Over 100 users and partners finance the development of Tycho and Turbine. The Ethereum, Uniswap and Arbitrum Foundation also support Tycho with grants. Open team : Warm, open, communicative, and adventurous.",https://www.weworkremotely.com/remote-jobs/propellerheads-ag-rust-engineer-remote,2025-09-04 21:36:21 UTC,2025-10-04 21:36:21 UTC,Back-End Programming,100000,100000,USD,PropellerHeads AG,Remote
149,Senior Software Engineer (Rails/LLMs),"Company We’ve been a remote-only company from day one, with 25 great people spread across Europe, Asia, and the United States. We maintain a thoughtful working environment, using just enough process to stay efficient. We’re bootstrapped, profitable, and focused on building software our customers love. Role overview As we expand into AI-powered features, we’re hiring a Senior Software Engineer to drive the backend work needed to introduce these new capabilities into our product. You’ll design and build the core services behind intelligent workflows (e.g., ticket categorization, document indexing, retrieval/search, prompt orchestration) and help turn prototypes into production systems We’re looking for a strong Rails backend engineer who’s fearless about diving into new domains, running experiments, and learning quickly. What you’ll do Design and build scalable backend services for LLM workflows—vector embedding, retrieval pipelines, and LLM API integration Build data pipelines to process, index, and embed ticket content, documents, and structured data Lead architecture decisions related to LLM orchestration, prompt engineering, context management, and API reliability Collaborate cross-functionally with product, engineering, and design to take ideas from prototype to production Drive backend best practices including code quality, test coverage, observability, and performance What we’re looking for 7+ years of professional software development, including 5+ years in backend roles 3+ years of recent production experience with Ruby on Rails Strong knowledge of relational databases (PostgreSQL), data modelling, indexing, caching, and performance tuning Some frontend experience with TypeScript & React Track record of designing secure, scalable, observable backend systems and architectures Excellent system-design skills for search & retrieval workloads, scalable services, and robust data pipelines Excellent communication skills and the ability to mentor others in a collaborative, fully remote team Our Stack Ruby on Rails 7, PostgreSQL, Sidekiq , TypeScript and React, all running on Heroku. Nice to Have Experience integrating LLM APIs (e.g., OpenAI, Anthropic) into production software Previous experience with AI/ML-focused data pipelines in other environments and languages Experience deploying or self-hosting open-source LLMs (e.g., Mistral, LLaMA) using modern inference frameworks What we offer Competitive salary with equity options Full remote role New company issued machine Annual company and team trips to gather and get to know each other better Flexible hours, home-office stipend, annual learning allowance Full licences to your favourite coding agent tool (Cursor, Copilot etc) This is a permanent, full-time position with a salary paid monthly. It is a remote position, and you can be based anywhere in the world, if you have at least 3 hours of overlap with Central European Standard Time . We’re looking forward to hearing from you!",https://www.weworkremotely.com/remote-jobs/timezest-senior-software-engineer-rails-llms,2025-07-30 11:35:58 UTC,2025-09-28 11:35:58 UTC,Back-End Programming,0,0,USD,TimeZest,Remote
150,Senior Ruby on Rails Engineer,"About EasyRx: EasyRx is revolutionizing drug fulfillment by connecting customers with local pharmacies through our innovative platform. We're looking for a talented Senior Ruby on Rails Engineer to join our team and help us build our product from the ground up. In this role, you'll work on building and maintaining our Rails applications, collaborating with team members, and contributing to the growth of our 0-to-1 product. Key Responsibilities Build and maintain Ruby on Rails applications for a healthcare technology platform Build product features from scratch (0-to-1 development) Write clean, maintainable, and efficient code that can scale with rapid product growth Write comprehensive unit and integration tests to ensure product reliability Debug production issues and optimize application performance in a fast-paced startup environment Collaborate with cross-functional team members on technical implementations Take full ownership of features from conception to deployment and maintenance. We follow Shape up methodology, let us know in your CV if you have experience with this or not :) Participate in code reviews and provide constructive feedback Assist in API development and integration with third-party healthcare systems Document technical specifications and processes for team knowledge sharing Work autonomously within defined project boundaries while maintaining team collaboration Participate in shaping discussions to help define project scope and technical feasibility Ensure application security, stability, and scalability in a healthcare environment Required Qualifications 7+ years of professional experience with Ruby on Rails Proven experience building products from 0-to-1 in startup environments - you have been part of creating new products from initial concept to market launch Strong understanding of Ruby on Rails conventions and best practices Practical experience with: Background job processing (Sidekiq) Caching solutions (Redis) Relational databases (MySQL and/or PostgreSQL) WebSockets integration (ActionCable or AnyCable) Search Engines (Elasticsearch) Payment Gateway (Cardknox/Sola) Working knowledge of: Testing frameworks (RSpec, Minitest) CI/CD workflows (Docker) Cloud platforms (AWS, Heroku) Understanding of RESTful API principles Experience with modern Rails development patterns Solid grasp of front-end technologies Experience with version control systems, particularly Git Preferred Qualifications Experience with search engines (Elasticsearch) Knowledge of containerization technologies (Docker, Kubernetes) Experience with deployment tools (Capistrano or Kamal) Knowledge of responsive design principles Understanding of software design patterns Basic DevOps knowledge (Heroku and/or AWS) Key Competencies English proficiency: Strong communication skills in English for team collaboration Startup adaptability: Thrives in fast-paced, rapidly changing environments Product mindset: Understanding of how technical decisions impact user experience and business goals Strong problem-solving abilities with creative approaches to technical challenges User-focused development: Ability to balance technical excellence with user needs and business constraints Ownership mentality: Takes responsibility for features from conception through deployment and maintenance Attention to detail while maintaining development velocity Team collaboration with ability to work in small, cross-functional teams Self-motivated and proactive in identifying and solving problems Eagerness to learn and grow with new technologies and methodologies",https://www.weworkremotely.com/remote-jobs/easyrx-senior-ruby-on-rails-engineer,2025-08-27 08:52:20 UTC,2025-09-26 08:52:20 UTC,Back-End Programming,0,0,USD,EasyRx,"Delaware, USA"
151,Ruby on Rails LLM Developer,"About Us OTGS – the creators of WPML , the leading multilingual WordPress plugin, and PTC , our innovative SaaS platform – is building a cutting-edge translation system powered by Large Language Models (LLMs). We’re a small, autonomous team pushing the limits of AI, aiming to deliver translations beyond human quality at a massive scale. We’re looking for an experienced developer who’s excited to take ownership, solve complex technical challenges, and help shape the future of AI-driven translation. What You’ll Do Build and refine our LLM-driven translation system. Experiment with multiple models, fine-tune prompts, and scale reliably across AWS, Azure, and GCP. Take full ownership of solving complex challenges in a flat, innovation-driven team. What You’ll Need Strong experience with RoR . Experience with APIs and testing. Problem-solving mindset. What We Offer 100% remote position. Body And Mind Movement (BAMM) program to support your physical activities and other hobbies. A computer budget to make your workplace better. A Kindle device with an access to our company Amazon account. We respect national holidays in each country and want you to have a rest these days. Being part of a team of smart, self-driven individuals. Great opportunity to progress and advance. Collaborating with team members across the globe. Join us at OTGS and help redefine the future of AI-powered translation.",https://www.weworkremotely.com/remote-jobs/onthegosystems-ruby-on-rails-llm-developer,2025-08-19 18:07:45 UTC,2025-09-18 18:07:45 UTC,Back-End Programming,0,0,USD,OnTheGoSystems,100% remote
152,Software Engineer (Backend),"Location: Remote • Division: Dev Ops • Reports to: COO • Compensation: $30-$50USD/hour About the Role We’re looking for a Software Developer to take the reins on building, automating, and scaling the systems that power Loganix’s SEO and link-building services. You’ll work at the intersection of custom web development, API integrations, and AI-driven automation - turning ideas into tools that save time, deliver insights, and keep us ahead of the competition. What You’ll Do Build & Maintain Tools – Develop backend and frontend systems for CRMs, vendor portals, dashboards, and client-facing platforms. Automate Workflows – Use PHP, Python, and JavaScript to automate SEO, data processing, and reporting. Integrate APIs & AI Models – Work with Ahrefs, Clearscope, Google APIs, ScraperAPI, YouTube captions, and LLMs to enhance operations. Design UI/UX – Build clean, efficient interfaces using Bootstrap, jQuery, and DataTables. Scrape & Process Data – Create pipelines for SERP data, content analysis, and keyword clustering. Support Infrastructure – Collaborate on server migrations, performance tuning, and troubleshooting in LAMP/LiteSpeed environments. Maintain Vendor Access – Manage updates and access for link-building vendors. Solve Problems – Diagnose and fix bugs quickly in live environments. What We’re Looking For Experience: 10+ years in PHP/MySQL development, with proven automation and API integration work. Tech Skills: PHP, MySQL, JavaScript/jQuery, Bootstrap, Bash scripting, Python (automation), REST APIs. Bonus Points: SEO knowledge, web scraping expertise, AI integration experience, Linux server administration skills. Mindset: Self-directed, detail-oriented, resourceful, and able to translate business needs into technical solutions. Why Join Us Work directly on systems that drive measurable revenue and efficiency. Collaborate with a tight-knit, high-impact team. Freedom to choose the best tools and tech for the job. Remote-first, flexible work environment.",https://www.weworkremotely.com/remote-jobs/loganix-inc-software-engineer-backend,2025-09-10 18:17:26 UTC,2025-10-10 18:17:26 UTC,Back-End Programming,75000,75000,USD,Loganix Inc,Seattle WA
153,Backend Engineer,"Fully Remote – Work From Anywhere Timezone : GMT+1 or EST timezones Hi, we’re Search Atlas Group! We’re a rapidly growing SEO software company focused on engineering products and services that help websites improve their performance on Google. From Fortune 500 companies to leading Silicon Valley startups, our clients trust us to drive results. We’re looking for a Backend Engineer to help us continue to build and scale our innovative products. Company Tech Stack Backend : Django, Python 3, Docker Compose Frontend : Typescript, ReactJS + NextJS Framework DevOps : GCP, Kubernetes, ArgoCD, GitLab DBs : Postgres, ClickHouse, Redis Tasks Queue : Celery Scrum : GitLab Boards Local Development Environments : Mac OS or Linux Requirements 5+ years of experience with Python/Node 5+ years of experience with Django Rest Framework Strong experience writing test cases and TDD 3+ years of experience with MySQL or Postgres LLM experience with Langchain/LangGraph Use of Cursor in day to day work Knowledge of Scrum methodologies Basic understanding of Flake8 code quality Frontend experience with ReactJS & Typescript is a nice bonus! Responsibilities Develop and maintain scalable backend applications with Python and Django Implement APIs and work with databases like MySQL and Postgres Collaborate with cross-functional teams to design and implement new product features Write and maintain clean, testable, and efficient code Participate in code reviews and ensure best practices are followed Contribute to the overall architecture and design of our systems Salary & Benefits Salary : $4,000 – $4,500 USD per month (depending on experience and location) Benefits : 15 Days Paid Time Off + Christmas Day + New Year's Day Paid Off Our Recruitment Process Initial screening call with our recruitment team Technical assessment to showcase your skills (if applicable) Final interview with our Hiring Manager Offer extended Life at Search Atlas Group We are committed to fostering a healthy work-life balance, innovation, and a collaborative, inclusive culture—no matter where you work. We host monthly virtual game days and events, and our team enjoys the flexibility of contributing to charity initiatives of their choice. We believe in supporting both personal growth and professional success, ensuring that remote work doesn’t mean disconnected work. Here’s a look into our core values: Collaborative & Engaged : We’re a tight-knit team that supports each other and shares knowledge. Excellence Driven : We aim for the highest standards, always raising the bar. Self-Starter Mentality : We take initiative and problem-solve independently. Innovative : We embrace change, experiment, and think outside the box. Student Mentality : We learn from our mistakes and constantly evolve. Why Join Us? We’re proud of the recognition we’ve received for our growth and commitment to creating a positive, inclusive work environment. Here are just a few of the accolades that highlight our success and culture: Nevada’s Top Workplaces - #1 Small Business (Under 150 Employees), Best New Ideas Best Start-Up Agency (U.S. Search Awards) Top B2B Companies (Clutch) Inc’s On The Rise and Best Places to Work (Inc. Magazine) Great Place to Work Certified (Great Place to Work) These awards reflect the hard work, dedication, and passion of our entire team, and we’d love for you to be a part of it! Want to hear more? Here’s our Founder, Manick, on why you should work with us at Search Atlas. #LI-SAG",https://www.weworkremotely.com/remote-jobs/search-atlas-advanced-seo-software-backend-engineer-2,2025-09-10 16:20:48 UTC,2025-10-10 16:20:48 UTC,Back-End Programming,50000,50000,USD,Search Atlas - Advanced SEO Software,"New York, NY"
154,Head of Software Engineering,"Fully Remote- work from anywhere Timezone- EST or CST Please upload your resume in English Hi, we’re Search Atlas! We’re a rapidly growing SEO software company and full-service digital agency that helps websites improve their Google performance. From Fortune 500 companies to Silicon Valley startups, our clients trust us to drive results. Role Overview We’re hiring a Head of Engineering to own the architectural health, scalability, and performance of our SEO platform. This is a senior technical leadership role for someone who thrives in fast-paced startup environments yet brings the rigor and best practices learned from larger organizations. You will partner with the VP of Engineering to set the technical direction of our platform, oversee refactoring initiatives, and lead efforts to optimize infrastructure, performance, and code quality across all services. Your mission is to make our systems faster, more reliable, and easier to maintain, enabling product teams to move quickly without compromising long-term stability. This is a hands-on leadership position. You will dive deep into complex backend systems, review critical code paths, and guide large-scale refactors, while also mentoring engineers and enforcing architectural standards. You will have a strong backend foundation in Python/Django, solid infrastructure skills, and the flexibility to adapt solutions pragmatically in a startup context. Youll also come with a strong interest in cutting edge marketing technology in SEO, PPC, and AI / LLM Optimization (GEO) Responsibilities Define and maintain long-term platform architecture and establish coding standards across engineering teams Lead large-scale refactoring projects to improve maintainability, scalability, and performance Identify and resolve performance bottlenecks across API, database, and infrastructure layers Optimize task queues, background processing, caching, and deployment pipelines Provide technical guidance and mentorship to senior engineers, ensuring high-quality, maintainable code Collaborate with infrastructure teams on observability, reliability, security, and cost-efficient scaling Lead incident postmortems with root-cause analysis and long-term fixes Stay hands-on with coding, prototyping, debugging, and adapting to changing priorities with high-leverage solutions Requirements 7+ years in software engineering, with at least 5 years of backend Python/Django experience. 3+ years in a technical leadership role (Head of Engineering, Principal Engineer, or Tech Lead). Proven experience leading large-scale refactoring and optimization projects. Deep PostgreSQL expertise, including indexing, query optimization, and schema design. Proficiency in Celery or similar distributed task processing systems. Strong infrastructure foundation, containerization (Docker), CI/CD, Kubernetes familiarity, monitoring, and alerting. Experience with observability tools like Sentry, Datadog, and Grafana. Startup experience and exposure to larger organizations, with the ability to blend agility with engineering best practices. Excellent communication and mentorship skills in distributed teams. Nice to Have Familiarity with ClickHouse, Elasticsearch, or other large-scale data systems. Experience with Next.js or modern frontend frameworks (for cross-stack awareness). Knowledge of event-driven architectures or AI-powered systems, knowledge of Cursor and AI a strong bonus Experience with multi-tenant SaaS architecture at scale. Salary & Benefits $8,000-$10,000 USD per month/depending on your location and skills/experience + bonus 15 Days Paid Time Off + Christmas Day + New Year's Day Paid Off Our Recruitment Process Step 1: Initial screening call with our recruitment team Step 2: Assessment to showcase your skills (if applicable) Step 3: Final interview with our Hiring Manager Step 4: Offer extended Life at Search Atlas Group We are committed to fostering a healthy work-life balance, innovation, and a collaborative, inclusive culture—no matter where you work. We host monthly virtual game days and events, and our team enjoys the flexibility of contributing to charity initiatives of their choice. We believe in supporting both personal growth and professional success, ensuring that remote work doesn’t mean disconnected work. Here’s a look into our core values: Collaborative & Engaged : We’re a tight-knit team that supports each other and shares knowledge. Excellence Driven : We aim for the highest standards, always raising the bar. Self-Starter Mentality : We take initiative and problem-solve independently. Innovative : We embrace change, experiment, and think outside the box. Student Mentality : We learn from our mistakes and constantly evolve. Why Join Us? We’re proud of the recognition we’ve received for our growth and commitment to creating a positive, inclusive work environment. Here are just a few of the accolades that highlight our success and culture: 2023 + 2022 Inc. 5000 List of the Fastest-Growing Companies in America Nevada’s Top Workplaces - #1 Small Business, Best New Ideas Best Start-Up Agency (U.S. Search Awards) Top B2B Companies (Clutch) Inc’s On The Rise and Best Places to Work (Inc. Magazine) Great Place to Work Certified (Great Place to Work) These awards reflect the hard work, dedication, and passion of our entire team, and we’d love for you to be a part of it! Want to hear more? Here is our Founder, Manick on why you should work with us at Search Atlas .",https://www.weworkremotely.com/remote-jobs/search-atlas-advanced-seo-software-head-of-software-engineering-1,2025-09-10 16:15:29 UTC,2025-10-10 16:15:29 UTC,Back-End Programming,75000,75000,USD,Search Atlas - Advanced SEO Software,"New York, NY"
155,Head of Software Engineering,"Fully Remote- work from anywhere Timezone- EST or CST Please upload your resume in English Role Overview We’re hiring a Head of Engineering to own the architectural health, scalability, and performance of our SEO platform. This is a senior technical leadership role for someone who thrives in fast-paced startup environments yet brings the rigor and best practices learned from larger organizations. You will partner with the VP of Engineering to set the technical direction of our platform, oversee refactoring initiatives, and lead efforts to optimize infrastructure, performance, and code quality across all services. Your mission is to make our systems faster, more reliable, and easier to maintain, enabling product teams to move quickly without compromising long-term stability. This is a hands-on leadership position. You will dive deep into complex backend systems, review critical code paths, and guide large-scale refactors, while also mentoring engineers and enforcing architectural standards. You will have a strong backend foundation in Python/Django, solid infrastructure skills, and the flexibility to adapt solutions pragmatically in a startup context. Youll also come with a strong interest in cutting edge marketing technology in SEO, PPC, and AI / LLM Optimization (GEO) Responsibilities Define and maintain long-term platform architecture and establish coding standards across engineering teams Lead large-scale refactoring projects to improve maintainability, scalability, and performance Identify and resolve performance bottlenecks across API, database, and infrastructure layers Optimize task queues, background processing, caching, and deployment pipelines Provide technical guidance and mentorship to senior engineers, ensuring high-quality, maintainable code Collaborate with infrastructure teams on observability, reliability, security, and cost-efficient scaling Lead incident postmortems with root-cause analysis and long-term fixes Stay hands-on with coding, prototyping, debugging, and adapting to changing priorities with high-leverage solutions Requirements 7+ years in software engineering, with at least 5 years of backend Python/Django experience. 3+ years in a technical leadership role (Head of Engineering, Principal Engineer, or Tech Lead). Proven experience leading large-scale refactoring and optimization projects. Deep PostgreSQL expertise, including indexing, query optimization, and schema design. Proficiency in Celery or similar distributed task processing systems. Strong infrastructure foundation, containerization (Docker), CI/CD, Kubernetes familiarity, monitoring, and alerting. Experience with observability tools like Sentry, Datadog, and Grafana. Startup experience and exposure to larger organizations, with the ability to blend agility with engineering best practices. Excellent communication and mentorship skills in distributed teams. Nice to Have Familiarity with ClickHouse, Elasticsearch, or other large-scale data systems. Experience with Next.js or modern frontend frameworks (for cross-stack awareness). Knowledge of event-driven architectures or AI-powered systems, knowledge of Cursor and AI a strong bonus Experience with multi-tenant SaaS architecture at scale. Salary & Benefits $8,000-$10,000 USD per month/depending on your location and skills/experience + bonus 15 Days Paid Time Off + Christmas Day + New Year's Day Paid Off Our Recruitment Process Step 1: Initial screening call with our recruitment team Step 2: Assessment to showcase your skills (if applicable) Step 3: Final interview with our Hiring Manager Step 4: Offer extended Life at Search Atlas Group We are committed to fostering a healthy work-life balance, innovation, and a collaborative, inclusive culture—no matter where you work. We host monthly virtual game days and events, and our team enjoys the flexibility of contributing to charity initiatives of their choice. We believe in supporting both personal growth and professional success, ensuring that remote work doesn’t mean disconnected work. Here’s a look into our core values: Collaborative & Engaged : We’re a tight-knit team that supports each other and shares knowledge. Excellence Driven : We aim for the highest standards, always raising the bar. Self-Starter Mentality : We take initiative and problem-solve independently. Innovative : We embrace change, experiment, and think outside the box. Student Mentality : We learn from our mistakes and constantly evolve. Why Join Us? We’re proud of the recognition we’ve received for our growth and commitment to creating a positive, inclusive work environment. Here are just a few of the accolades that highlight our success and culture: 2023 + 2022 Inc. 5000 List of the Fastest-Growing Companies in America Nevada’s Top Workplaces - #1 Small Business, Best New Ideas Best Start-Up Agency (U.S. Search Awards) Top B2B Companies (Clutch) Inc’s On The Rise and Best Places to Work (Inc. Magazine) Great Place to Work Certified (Great Place to Work) These awards reflect the hard work, dedication, and passion of our entire team, and we’d love for you to be a part of it! Want to hear more? Here is our Founder, Manick on why you should work with us at Search Atlas .",https://www.weworkremotely.com/remote-jobs/search-atlas-advanced-seo-software-head-of-software-engineering,2025-09-10 15:33:13 UTC,2025-10-10 15:33:13 UTC,Back-End Programming,75000,75000,USD,Search Atlas - Advanced SEO Software,New York
